[LEVEL]
1F BIMS plan
256.205535888672 128.477630615234 0
256.205535888672 128.477630615234 -1.31233596801758
256.205535888672 81.5780181884766 -1.31233596801758
-1 1.21202336962393E-15 0
256.205535888672 128.477630615234 -1.31233596801758
256.205535888672 128.477630615234 0
298.282287597656 128.477630615234 0
3.37736336623281E-15 1 0
298.282287597656 128.477630615234 0
298.282287597656 128.477630615234 -1.31233596801758
256.205535888672 128.477630615234 -1.31233596801758
3.37736336623281E-15 1 0
298.282287597656 128.477630615234 -1.31233596801758
298.282287597656 128.477630615234 0
298.282287597656 138.254531860352 0
-1 0 0
298.282287597656 138.254531860352 0
298.282287597656 138.254531860352 -1.31233596801758
298.282287597656 128.477630615234 -1.31233596801758
-1 0 0
298.282287597656 138.254531860352 -1.31233596801758
298.282287597656 138.254531860352 0
313.866271972656 138.254531860352 0
3.64755243553147E-15 1 0
313.866271972656 138.254531860352 0
313.866271972656 138.254531860352 -1.31233596801758
298.282287597656 138.254531860352 -1.31233596801758
3.64755243553147E-15 1 0
313.866271972656 138.254531860352 -1.31233596801758
313.866271972656 138.254531860352 0
313.866271972656 136.286026000977 0
1 0 0
313.866271972656 136.286026000977 0
313.866271972656 136.286026000977 -1.31233596801758
313.866271972656 138.254531860352 -1.31233596801758
1 0 0
313.866271972656 136.286026000977 -1.31233596801758
313.866271972656 136.286026000977 0
364.555267333984 136.286026000977 0
3.36424739199508E-15 1 0
364.555267333984 136.286026000977 0
364.555267333984 136.286026000977 -1.31233596801758
313.866271972656 136.286026000977 -1.31233596801758
3.36424739199508E-15 1 0
364.555267333984 136.286026000977 -1.31233596801758
364.555267333984 136.286026000977 0
364.555267333984 155.396911621094 0
-1 2.97439898176386E-15 0
364.555267333984 155.396911621094 0
364.555267333984 155.396911621094 -1.31233596801758
364.555267333984 136.286026000977 -1.31233596801758
-1 2.97439898176386E-15 0
364.555267333984 155.396911621094 -1.31233596801758
364.555267333984 155.396911621094 0
402.859069824219 155.396911621094 0
2.96802981347809E-15 1 0
402.859069824219 155.396911621094 0
402.859069824219 155.396911621094 -1.31233596801758
364.555267333984 155.396911621094 -1.31233596801758
2.96802981347809E-15 1 0
402.859069824219 155.396911621094 -1.31233596801758
402.859069824219 155.396911621094 0
402.859069824219 307.102966308594 0
-1 1.49877803362078E-15 0
402.859069824219 307.102966308594 0
402.859069824219 307.102966308594 -1.31233596801758
402.859069824219 155.396911621094 -1.31233596801758
-1 1.49877803362078E-15 0
402.859069824219 307.102966308594 -1.31233596801758
402.859069824219 307.102966308594 0
429.423400878906 307.102966308594 0
4.27967728935972E-15 1 0
429.423400878906 307.102966308594 0
429.423400878906 307.102966308594 -1.31233596801758
402.859069824219 307.102966308594 -1.31233596801758
4.27967728935972E-15 1 0
429.423400878906 307.102966308594 -1.31233596801758
429.423400878906 307.102966308594 0
429.423400878906 198.703994750977 0
1 -1.57317258493712E-15 0
429.423400878906 198.703994750977 0
429.423400878906 198.703994750977 -1.31233596801758
429.423400878906 307.102966308594 -1.31233596801758
1 -1.57317258493712E-15 0
429.423400878906 198.703994750977 -1.31233596801758
429.423400878906 198.703994750977 0
428.767242431641 198.703994750977 0
0 -1 0
428.767242431641 198.703994750977 0
428.767242431641 198.703994750977 -1.31233596801758
429.423400878906 198.703994750977 -1.31233596801758
0 -1 0
428.767242431641 166.994689941406 -1.31233596801758
428.767242431641 166.994689941406 0
428.767242431641 128.494033813477 0
1 -1.47642727475412E-15 0
428.767242431641 128.494033813477 0
428.767242431641 128.494033813477 -1.31233596801758
428.767242431641 166.994689941406 -1.31233596801758
1 -1.47642727475412E-15 0
428.767242431641 128.494033813477 -1.31233596801758
428.767242431641 128.494033813477 0
407.124145507813 128.494033813477 0
-2.62640052649971E-15 -1 0
407.124145507813 128.494033813477 0
407.124145507813 128.494033813477 -1.31233596801758
428.767242431641 128.494033813477 -1.31233596801758
-2.62640052649971E-15 -1 0
407.124145507813 128.494033813477 -1.31233596801758
407.124145507813 128.494033813477 0
407.124145507813 81.5780181884766 0
1 -1.21159958522897E-15 0
407.124145507813 81.5780181884766 0
407.124145507813 81.5780181884766 -1.31233596801758
407.124145507813 128.494033813477 -1.31233596801758
1 -1.21159958522897E-15 0
407.124145507813 81.5780181884766 -1.31233596801758
407.124145507813 81.5780181884766 0
256.205535888672 81.5780181884766 0
-3.20152020836047E-15 -1 0
256.205535888672 81.5780181884766 0
256.205535888672 81.5780181884766 -1.31233596801758
407.124145507813 81.5780181884766 -1.31233596801758
-3.20152020836047E-15 -1 0
428.767242431641 198.703994750977 -1.31233596801758
428.767242431641 198.703994750977 0
428.767242431641 176.787994384766 0
1 -2.5936937228705E-15 0
428.767242431641 176.787994384766 0
428.767242431641 176.787994384766 -1.31233596801758
428.767242431641 198.703994750977 -1.31233596801758
1 -2.5936937228705E-15 0
428.767242431641 176.787994384766 -1.31233596801758
428.767242431641 176.787994384766 0
415.703552246094 176.787994384766 0
0 -1 0
415.703552246094 176.787994384766 0
415.703552246094 176.787994384766 -1.31233596801758
428.767242431641 176.787994384766 -1.31233596801758
0 -1 0
415.703552246094 176.787994384766 -1.31233596801758
415.703552246094 176.787994384766 0
415.703552246094 166.994689941406 0
1 0 0
415.703552246094 166.994689941406 0
415.703552246094 166.994689941406 -1.31233596801758
415.703552246094 176.787994384766 -1.31233596801758
1 0 0
415.703552246094 166.994689941406 -1.31233596801758
415.703552246094 166.994689941406 0
428.767242431641 166.994689941406 0
0 1 0
428.767242431641 166.994689941406 0
428.767242431641 166.994689941406 -1.31233596801758
415.703552246094 166.994689941406 -1.31233596801758
0 1 0
331.878082275391 127.920196533203 -1.31233596801758
331.878082275391 127.920196533203 0
320.181884765625 127.920196533203 0
0 -1 0
320.181884765625 127.920196533203 0
320.181884765625 127.920196533203 -1.31233596801758
331.878082275391 127.920196533203 -1.31233596801758
0 -1 0
320.181884765625 127.920196533203 -1.31233596801758
320.181884765625 127.920196533203 0
320.181884765625 114.714813232422 0
1 0 0
320.181884765625 114.714813232422 0
320.181884765625 114.714813232422 -1.31233596801758
320.181884765625 127.920196533203 -1.31233596801758
1 0 0
320.181884765625 114.714813232422 -1.31233596801758
320.181884765625 114.714813232422 0
331.878082275391 114.714813232422 0
0 1 0
331.878082275391 114.714813232422 0
331.878082275391 114.714813232422 -1.31233596801758
320.181884765625 114.714813232422 -1.31233596801758
0 1 0
331.878082275391 114.714813232422 -1.31233596801758
331.878082275391 114.714813232422 0
331.878082275391 127.920196533203 0
-1 0 0
331.878082275391 127.920196533203 0
331.878082275391 127.920196533203 -1.31233596801758
331.878082275391 114.714813232422 -1.31233596801758
-1 0 0
[LEVEL]
2F BIMS plan
320.181884765625 114.714813232422 11.8110237121582
298.282287597656 128.477630615234 11.8110237121582
320.181884765625 127.920196533203 11.8110237121582
0 0 -1
298.282287597656 128.477630615234 11.8110237121582
320.181884765625 114.714813232422 11.8110237121582
256.205535888672 81.5780181884766 11.8110237121582
0 0 -1
256.205535888672 81.5780181884766 11.8110237121582
320.181884765625 114.714813232422 11.8110237121582
331.878082275391 114.714813232422 11.8110237121582
0 0 -1
298.282287597656 128.477630615234 11.8110237121582
298.282287597656 138.254531860352 11.8110237121582
313.866271972656 136.286026000977 11.8110237121582
0 0 -1
298.282287597656 128.477630615234 11.8110237121582
313.866271972656 136.286026000977 11.8110237121582
320.181884765625 127.920196533203 11.8110237121582
0 0 -1
256.205535888672 128.477630615234 11.8110237121582
298.282287597656 128.477630615234 11.8110237121582
256.205535888672 81.5780181884766 11.8110237121582
0 0 -1
320.181884765625 127.920196533203 11.8110237121582
313.866271972656 136.286026000977 11.8110237121582
331.878082275391 127.920196533203 11.8110237121582
0 0 -1
364.555267333984 136.286026000977 11.8110237121582
407.124145507813 81.5780181884766 11.8110237121582
331.878082275391 114.714813232422 11.8110237121582
0 0 -1
331.878082275391 114.714813232422 11.8110237121582
407.124145507813 81.5780181884766 11.8110237121582
256.205535888672 81.5780181884766 11.8110237121582
0 0 -1
364.555267333984 136.286026000977 11.8110237121582
331.878082275391 114.714813232422 11.8110237121582
331.878082275391 127.920196533203 11.8110237121582
0 0 -1
402.859069824219 155.396911621094 11.8110237121582
428.767242431641 128.494033813477 11.8110237121582
407.124145507813 128.494033813477 11.8110237121582
0 0 -1
364.555267333984 136.286026000977 11.8110237121582
407.124145507813 128.494033813477 11.8110237121582
407.124145507813 81.5780181884766 11.8110237121582
0 0 -1
402.859069824219 155.396911621094 11.8110237121582
407.124145507813 128.494033813477 11.8110237121582
364.555267333984 136.286026000977 11.8110237121582
0 0 -1
331.878082275391 127.920196533203 11.8110237121582
313.866271972656 136.286026000977 11.8110237121582
364.555267333984 136.286026000977 11.8110237121582
0 0 -1
364.555267333984 155.396911621094 11.8110237121582
402.859069824219 155.396911621094 11.8110237121582
364.555267333984 136.286026000977 11.8110237121582
0 0 -1
298.282287597656 138.254531860352 11.8110237121582
313.866271972656 138.254531860352 11.8110237121582
313.866271972656 136.286026000977 11.8110237121582
0 0 -1
402.859069824219 307.102966308594 11.8110237121582
415.703552246094 176.787994384766 11.8110237121582
402.859069824219 155.396911621094 11.8110237121582
0 0 -1
402.859069824219 307.102966308594 11.8110237121582
428.767242431641 198.703994750977 11.8110237121582
415.703552246094 176.787994384766 11.8110237121582
0 0 -1
402.859069824219 155.396911621094 11.8110237121582
415.703552246094 176.787994384766 11.8110237121582
415.703552246094 166.994689941406 11.8110237121582
0 0 -1
428.767242431641 166.994689941406 11.8110237121582
428.767242431641 128.494033813477 11.8110237121582
415.703552246094 166.994689941406 11.8110237121582
0 0 -1
428.767242431641 198.703994750977 11.8110237121582
429.423400878906 307.102966308594 11.8110237121582
429.423400878906 198.703994750977 11.8110237121582
0 0 -1
428.767242431641 176.787994384766 11.8110237121582
415.703552246094 176.787994384766 11.8110237121582
428.767242431641 198.703994750977 11.8110237121582
0 0 -1
402.859069824219 307.102966308594 11.8110237121582
429.423400878906 307.102966308594 11.8110237121582
428.767242431641 198.703994750977 11.8110237121582
0 0 -1
415.703552246094 166.994689941406 11.8110237121582
428.767242431641 128.494033813477 11.8110237121582
402.859069824219 155.396911621094 11.8110237121582
0 0 -1
402.859069824219 307.102966308594 13.1233596801758
402.859069824219 155.396911621094 13.1233596801758
415.703552246094 176.787994384766 13.1233596801758
0 0 1
402.859069824219 307.102966308594 13.1233596801758
415.703552246094 176.787994384766 13.1233596801758
428.767242431641 198.703994750977 13.1233596801758
0 0 1
402.859069824219 155.396911621094 13.1233596801758
364.555267333984 155.396911621094 13.1233596801758
364.555267333984 136.286026000977 13.1233596801758
0 0 1
313.866271972656 138.254531860352 13.1233596801758
298.282287597656 138.254531860352 13.1233596801758
313.866271972656 136.286026000977 13.1233596801758
0 0 1
415.703552246094 176.787994384766 13.1233596801758
402.859069824219 155.396911621094 13.1233596801758
415.703552246094 166.994689941406 13.1233596801758
0 0 1
429.423400878906 307.102966308594 13.1233596801758
428.767242431641 198.703994750977 13.1233596801758
429.423400878906 198.703994750977 13.1233596801758
0 0 1
429.423400878906 307.102966308594 13.1233596801758
402.859069824219 307.102966308594 13.1233596801758
428.767242431641 198.703994750977 13.1233596801758
0 0 1
428.767242431641 176.787994384766 13.1233596801758
428.767242431641 198.703994750977 13.1233596801758
415.703552246094 176.787994384766 13.1233596801758
0 0 1
428.767242431641 128.494033813477 13.1233596801758
428.767242431641 166.994689941406 13.1233596801758
415.703552246094 166.994689941406 13.1233596801758
0 0 1
415.703552246094 166.994689941406 13.1233596801758
402.859069824219 155.396911621094 13.1233596801758
428.767242431641 128.494033813477 13.1233596801758
0 0 1
298.282287597656 138.254531860352 13.1233596801758
298.282287597656 128.477630615234 13.1233596801758
313.866271972656 136.286026000977 13.1233596801758
0 0 1
298.282287597656 128.477630615234 13.1233596801758
256.205535888672 128.477630615234 13.1233596801758
256.205535888672 81.5780181884766 13.1233596801758
0 0 1
313.866271972656 136.286026000977 13.1233596801758
298.282287597656 128.477630615234 13.1233596801758
320.181884765625 127.920196533203 13.1233596801758
0 0 1
298.282287597656 128.477630615234 13.1233596801758
320.181884765625 114.714813232422 13.1233596801758
320.181884765625 127.920196533203 13.1233596801758
0 0 1
320.181884765625 114.714813232422 13.1233596801758
298.282287597656 128.477630615234 13.1233596801758
256.205535888672 81.5780181884766 13.1233596801758
0 0 1
320.181884765625 114.714813232422 13.1233596801758
256.205535888672 81.5780181884766 13.1233596801758
331.878082275391 114.714813232422 13.1233596801758
0 0 1
364.555267333984 136.286026000977 13.1233596801758
313.866271972656 136.286026000977 13.1233596801758
331.878082275391 127.920196533203 13.1233596801758
0 0 1
407.124145507813 128.494033813477 13.1233596801758
428.767242431641 128.494033813477 13.1233596801758
402.859069824219 155.396911621094 13.1233596801758
0 0 1
407.124145507813 128.494033813477 13.1233596801758
364.555267333984 136.286026000977 13.1233596801758
407.124145507813 81.5780181884766 13.1233596801758
0 0 1
407.124145507813 128.494033813477 13.1233596801758
402.859069824219 155.396911621094 13.1233596801758
364.555267333984 136.286026000977 13.1233596801758
0 0 1
331.878082275391 114.714813232422 13.1233596801758
407.124145507813 81.5780181884766 13.1233596801758
364.555267333984 136.286026000977 13.1233596801758
0 0 1
407.124145507813 81.5780181884766 13.1233596801758
331.878082275391 114.714813232422 13.1233596801758
256.205535888672 81.5780181884766 13.1233596801758
0 0 1
331.878082275391 114.714813232422 13.1233596801758
364.555267333984 136.286026000977 13.1233596801758
331.878082275391 127.920196533203 13.1233596801758
0 0 1
320.181884765625 127.920196533203 13.1233596801758
331.878082275391 127.920196533203 13.1233596801758
313.866271972656 136.286026000977 13.1233596801758
0 0 1
256.205535888672 81.5780181884766 11.8110237121582
256.205535888672 81.5780181884766 13.1233596801758
256.205535888672 128.477630615234 13.1233596801758
-1 1.21202336962393E-15 0
256.205535888672 128.477630615234 13.1233596801758
256.205535888672 128.477630615234 11.8110237121582
256.205535888672 81.5780181884766 11.8110237121582
-1 1.21202336962393E-15 0
256.205535888672 128.477630615234 11.8110237121582
256.205535888672 128.477630615234 13.1233596801758
298.282287597656 128.477630615234 13.1233596801758
3.37736336623281E-15 1 0
298.282287597656 128.477630615234 13.1233596801758
298.282287597656 128.477630615234 11.8110237121582
256.205535888672 128.477630615234 11.8110237121582
3.37736336623281E-15 1 0
298.282287597656 128.477630615234 11.8110237121582
298.282287597656 128.477630615234 13.1233596801758
298.282287597656 138.254531860352 13.1233596801758
-1 0 0
298.282287597656 138.254531860352 13.1233596801758
298.282287597656 138.254531860352 11.8110237121582
298.282287597656 128.477630615234 11.8110237121582
-1 0 0
298.282287597656 138.254531860352 11.8110237121582
298.282287597656 138.254531860352 13.1233596801758
313.866271972656 138.254531860352 13.1233596801758
3.64755243553147E-15 1 0
313.866271972656 138.254531860352 13.1233596801758
313.866271972656 138.254531860352 11.8110237121582
298.282287597656 138.254531860352 11.8110237121582
3.64755243553147E-15 1 0
313.866271972656 138.254531860352 11.8110237121582
313.866271972656 138.254531860352 13.1233596801758
313.866271972656 136.286026000977 13.1233596801758
1 0 0
313.866271972656 136.286026000977 13.1233596801758
313.866271972656 136.286026000977 11.8110237121582
313.866271972656 138.254531860352 11.8110237121582
1 0 0
313.866271972656 136.286026000977 11.8110237121582
313.866271972656 136.286026000977 13.1233596801758
364.555267333984 136.286026000977 13.1233596801758
3.36424739199508E-15 1 0
364.555267333984 136.286026000977 13.1233596801758
364.555267333984 136.286026000977 11.8110237121582
313.866271972656 136.286026000977 11.8110237121582
3.36424739199508E-15 1 0
364.555267333984 136.286026000977 11.8110237121582
364.555267333984 136.286026000977 13.1233596801758
364.555267333984 155.396911621094 13.1233596801758
-1 2.97439898176386E-15 0
364.555267333984 155.396911621094 13.1233596801758
364.555267333984 155.396911621094 11.8110237121582
364.555267333984 136.286026000977 11.8110237121582
-1 2.97439898176386E-15 0
364.555267333984 155.396911621094 11.8110237121582
364.555267333984 155.396911621094 13.1233596801758
402.859069824219 155.396911621094 13.1233596801758
2.96802981347809E-15 1 0
402.859069824219 155.396911621094 13.1233596801758
402.859069824219 155.396911621094 11.8110237121582
364.555267333984 155.396911621094 11.8110237121582
2.96802981347809E-15 1 0
402.859069824219 155.396911621094 11.8110237121582
402.859069824219 155.396911621094 13.1233596801758
402.859069824219 307.102966308594 13.1233596801758
-1 1.49877803362078E-15 0
402.859069824219 307.102966308594 13.1233596801758
402.859069824219 307.102966308594 11.8110237121582
402.859069824219 155.396911621094 11.8110237121582
-1 1.49877803362078E-15 0
402.859069824219 307.102966308594 11.8110237121582
402.859069824219 307.102966308594 13.1233596801758
429.423400878906 307.102966308594 13.1233596801758
4.27967728935972E-15 1 0
429.423400878906 307.102966308594 13.1233596801758
429.423400878906 307.102966308594 11.8110237121582
402.859069824219 307.102966308594 11.8110237121582
4.27967728935972E-15 1 0
429.423400878906 307.102966308594 11.8110237121582
429.423400878906 307.102966308594 13.1233596801758
429.423400878906 198.703994750977 13.1233596801758
1 -1.57317258493712E-15 0
429.423400878906 198.703994750977 13.1233596801758
429.423400878906 198.703994750977 11.8110237121582
429.423400878906 307.102966308594 11.8110237121582
1 -1.57317258493712E-15 0
429.423400878906 198.703994750977 11.8110237121582
429.423400878906 198.703994750977 13.1233596801758
428.767242431641 198.703994750977 13.1233596801758
0 -1 0
428.767242431641 198.703994750977 13.1233596801758
428.767242431641 198.703994750977 11.8110237121582
429.423400878906 198.703994750977 11.8110237121582
0 -1 0
428.767242431641 166.994689941406 11.8110237121582
428.767242431641 166.994689941406 13.1233596801758
428.767242431641 128.494033813477 13.1233596801758
1 -1.47642727475412E-15 0
428.767242431641 128.494033813477 13.1233596801758
428.767242431641 128.494033813477 11.8110237121582
428.767242431641 166.994689941406 11.8110237121582
1 -1.47642727475412E-15 0
428.767242431641 128.494033813477 11.8110237121582
428.767242431641 128.494033813477 13.1233596801758
407.124145507813 128.494033813477 13.1233596801758
-2.62640052649971E-15 -1 0
407.124145507813 128.494033813477 13.1233596801758
407.124145507813 128.494033813477 11.8110237121582
428.767242431641 128.494033813477 11.8110237121582
-2.62640052649971E-15 -1 0
407.124145507813 128.494033813477 11.8110237121582
407.124145507813 128.494033813477 13.1233596801758
407.124145507813 81.5780181884766 13.1233596801758
1 -1.21159958522897E-15 0
407.124145507813 81.5780181884766 13.1233596801758
407.124145507813 81.5780181884766 11.8110237121582
407.124145507813 128.494033813477 11.8110237121582
1 -1.21159958522897E-15 0
407.124145507813 81.5780181884766 11.8110237121582
407.124145507813 81.5780181884766 13.1233596801758
256.205535888672 81.5780181884766 13.1233596801758
-3.20152020836047E-15 -1 0
256.205535888672 81.5780181884766 13.1233596801758
256.205535888672 81.5780181884766 11.8110237121582
407.124145507813 81.5780181884766 11.8110237121582
-3.20152020836047E-15 -1 0
428.767242431641 198.703994750977 11.8110237121582
428.767242431641 198.703994750977 13.1233596801758
428.767242431641 176.787994384766 13.1233596801758
1 -2.5936937228705E-15 0
428.767242431641 176.787994384766 13.1233596801758
428.767242431641 176.787994384766 11.8110237121582
428.767242431641 198.703994750977 11.8110237121582
1 -2.5936937228705E-15 0
428.767242431641 176.787994384766 11.8110237121582
428.767242431641 176.787994384766 13.1233596801758
415.703552246094 176.787994384766 13.1233596801758
0 -1 0
415.703552246094 176.787994384766 13.1233596801758
415.703552246094 176.787994384766 11.8110237121582
428.767242431641 176.787994384766 11.8110237121582
0 -1 0
415.703552246094 176.787994384766 11.8110237121582
415.703552246094 176.787994384766 13.1233596801758
415.703552246094 166.994689941406 13.1233596801758
1 0 0
415.703552246094 166.994689941406 13.1233596801758
415.703552246094 166.994689941406 11.8110237121582
415.703552246094 176.787994384766 11.8110237121582
1 0 0
415.703552246094 166.994689941406 11.8110237121582
415.703552246094 166.994689941406 13.1233596801758
428.767242431641 166.994689941406 13.1233596801758
0 1 0
428.767242431641 166.994689941406 13.1233596801758
428.767242431641 166.994689941406 11.8110237121582
415.703552246094 166.994689941406 11.8110237121582
0 1 0
331.878082275391 127.920196533203 11.8110237121582
331.878082275391 127.920196533203 13.1233596801758
320.181884765625 127.920196533203 13.1233596801758
0 -1 0
320.181884765625 127.920196533203 13.1233596801758
320.181884765625 127.920196533203 11.8110237121582
331.878082275391 127.920196533203 11.8110237121582
0 -1 0
320.181884765625 127.920196533203 11.8110237121582
320.181884765625 127.920196533203 13.1233596801758
320.181884765625 114.714813232422 13.1233596801758
1 0 0
320.181884765625 114.714813232422 13.1233596801758
320.181884765625 114.714813232422 11.8110237121582
320.181884765625 127.920196533203 11.8110237121582
1 0 0
320.181884765625 114.714813232422 11.8110237121582
320.181884765625 114.714813232422 13.1233596801758
331.878082275391 114.714813232422 13.1233596801758
0 1 0
331.878082275391 114.714813232422 13.1233596801758
331.878082275391 114.714813232422 11.8110237121582
320.181884765625 114.714813232422 11.8110237121582
0 1 0
331.878082275391 114.714813232422 11.8110237121582
331.878082275391 114.714813232422 13.1233596801758
331.878082275391 127.920196533203 13.1233596801758
-1 0 0
331.878082275391 127.920196533203 13.1233596801758
331.878082275391 127.920196533203 11.8110237121582
331.878082275391 114.714813232422 11.8110237121582
-1 0 0
[LEVEL]
B1F BIMS plan
256.205535888672 81.5780181884766 -13.1233596801758
256.205535888672 128.477630615234 -13.1233596801758
298.282287597656 128.477630615234 -13.1233596801758
0 0 -1
256.205535888672 81.5780181884766 -13.1233596801758
298.282287597656 128.477630615234 -13.1233596801758
407.124145507813 81.5780181884766 -13.1233596801758
0 0 -1
